question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What are the treatments for Abetalipoproteinemia ?,0000011-6,treatment,"How might abetalipoproteinemia be treated? A nutritionist or other qualified medical professional should be consulted for specific dietary instruction in people with abetalipoproteinemia. Treatment involves very large doses of vitamin E, as well as large doses of vitamin supplements containing other fat-soluble vitamins (vitamin A, vitamin D, and vitamin K). Linoleic acid supplements are also recommended. Several diet changes and/or restrictions are also needed to prevent stomach problems. A low-fat diet may help with digestive symptoms; medium chain triglycerides may be used (under supervision of a specialist) as a source of fat in the diet. Management in adults typically focuses on specific complications associated with the disorder, and depends on the signs and symptoms present. Affected people may need consultations with several other types of specialists, including a lipidologist, gastroenterologist, hepatologist, ophthalmologist, and neurologist.",Abetalipoproteinemia,0000011,GARD,https://rarediseases.info.nih.gov/gard/5/abetalipoproteinemia,C0000744,T047,Disorders
What are the symptoms of Ablepharon macrostomia syndrome ?,0000012-1,symptoms,"What are the signs and symptoms of Ablepharon macrostomia syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Ablepharon macrostomia syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal hair quantity 90% Abnormality of the eyelashes 90% Aplasia/Hypoplasia of the eyebrow 90% Cutis laxa 90% Fine hair 90% Hypoplasia of the zygomatic bone 90% Neurological speech impairment 90% Underdeveloped nasal alae 90% Wide mouth 90% Abnormality of female external genitalia 50% Anteverted nares 50% Aplasia/Hypoplasia of the nipples 50% Breast aplasia 50% Camptodactyly of finger 50% Cognitive impairment 50% Cryptorchidism 50% Dry skin 50% Hearing impairment 50% Hypoplasia of penis 50% Microdontia 50% Myopia 50% Opacification of the corneal stroma 50% Thin skin 50% Umbilical hernia 50% Visual impairment 50% Abnormality of skin pigmentation 7.5% Atresia of the external auditory canal 7.5% Corneal erosion 7.5% Depressed nasal bridge 7.5% Omphalocele 7.5% Thin vermilion border 7.5% Toe syndactyly 7.5% Short upper lip 5% Talipes equinovarus 5% Ablepharon - Abnormal nasal morphology - Absent eyebrow - Absent eyelashes - Autosomal recessive inheritance - Cryptophthalmos - Delayed speech and language development - Hypertelorism - Microtia, third degree - Ventral hernia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Ablepharon macrostomia syndrome,0000012,GARD,https://rarediseases.info.nih.gov/gard/3/ablepharon-macrostomia-syndrome,C0266574,T019,Disorders
What are the symptoms of Abruzzo Erickson syndrome ?,0000014-1,symptoms,"What are the signs and symptoms of Abruzzo Erickson syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Abruzzo Erickson syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cleft palate 90% Displacement of the external urethral meatus 90% Hypoplasia of the zygomatic bone 90% Macrotia 90% Malar flattening 90% Chorioretinal coloboma 50% Iris coloboma 50% Radioulnar synostosis 50% Sensorineural hearing impairment 50% Short stature 50% Ulnar deviation of finger 50% Abnormal localization of kidney 7.5% Abnormality of dental morphology 7.5% Atria septal defect 7.5% Brachydactyly syndrome 7.5% Chin dimple 7.5% Conductive hearing impairment 7.5% Cryptorchidism 7.5% Epicanthus 7.5% Microcornea 7.5% Short toe 7.5% Toe syndactyly 7.5% Coloboma - Hearing impairment - Hypospadias - Protruding ear - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Abruzzo Erickson syndrome,0000014,GARD,https://rarediseases.info.nih.gov/gard/360/abruzzo-erickson-syndrome,C1844862,T047,Disorders
What is (are) Absence of Tibia ?,0000018-1,information,"Absence of tibia is a rare birth defect that is characterized by deficiency of the tibia (the shinbone) with other bones of the lower leg relatively intact. The condition may affect one or both legs. Some cases are isolated birth defects, while others are associated with a variety of skeletal and other malformations. It can also be a part of a recognized syndrome such as Werner's syndrome, tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome, and CHARGE syndrome. The underlying cause is generally unknown. Although most isolated cases occur sporadically in people with no family history of the condition, absence of the tibia can rarely affect more than one family member. Treatment varies based on the severity of the condition, but generally involves surgery (i.e. amputation or reconstructive surgery with a prosthesis adapted to growth).",Absence of Tibia,0000018,GARD,https://rarediseases.info.nih.gov/gard/8707/absence-of-tibia,C0555244,T019,Disorders
What are the symptoms of Absence of Tibia ?,0000018-2,symptoms,"What are the signs and symptoms of Absence of Tibia? The Human Phenotype Ontology provides the following list of signs and symptoms for Absence of Tibia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Absent tibia - Autosomal recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Absence of Tibia,0000018,GARD,https://rarediseases.info.nih.gov/gard/8707/absence-of-tibia,C0555244,T019,Disorders
What are the symptoms of Absent patella ?,0000021-1,symptoms,"What are the signs and symptoms of Absent patella? The Human Phenotype Ontology provides the following list of signs and symptoms for Absent patella. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the skin - Autosomal dominant inheritance - Patellar aplasia - Patellar hypoplasia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Absent patella,0000021,GARD,https://rarediseases.info.nih.gov/gard/8709/absent-patella,C1868577,T047,Disorders
What is (are) Acanthoma ?,0000025-1,information,"An acanthoma is a small, reddish bump that usually develops on the skin of an older adult.  There are several types of acanthoma, including ""acantholytic"", ""epidermolytic"", ""clear cell"", and ""melanoacanthoma"".  Though most individuals have only one acanthoma, there have been rare reports of individuals who have developed many.  The exact cause of acanthoma is not known; it is sometimes called a benign tumor, and sometimes described as the result of inflammation.  Acanthomas are not considered dangerous and do not require treatment, but they may be removed for cosmetic reasons or to relieve any associated symptoms.",Acanthoma,0000025,GARD,https://rarediseases.info.nih.gov/gard/8604/acanthoma,C0846967,T191,Disorders
What are the treatments for Acanthoma ?,0000025-2,treatment,"How might an acanthoma be treated? Acanthomas are considered benign, but treatment may be done for cosmetic reasons or to relieve any associated symptoms.  Because acanthomas are quite rare, there are no established guidelines for treatment.  Treatment may depend on the type, number, and location of acanthomas.  For example, a single acanthoma may be removed by surgery, whereas multiple acanthomas may be treated with cryosurgery or the use of the medication fluorouracil cream.",Acanthoma,0000025,GARD,https://rarediseases.info.nih.gov/gard/8604/acanthoma,C0846967,T191,Disorders
What are the symptoms of Acanthosis nigricans muscle cramps acral enlargement ?,0000027-1,symptoms,"What are the signs and symptoms of Acanthosis nigricans muscle cramps acral enlargement? The Human Phenotype Ontology provides the following list of signs and symptoms for Acanthosis nigricans muscle cramps acral enlargement. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Acanthosis nigricans - Autosomal recessive inheritance - Insulin resistance - Muscle cramps - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Acanthosis nigricans muscle cramps acral enlargement,0000027,GARD,https://rarediseases.info.nih.gov/gard/453/acanthosis-nigricans-muscle-cramps-acral-enlargement,C0026821,T047,Disorders
What are the symptoms of Acatalasemia ?,0000029-1,symptoms,"What are the signs and symptoms of Acatalasemia? The Human Phenotype Ontology provides the following list of signs and symptoms for Acatalasemia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Oral ulcer - Reduced catalase activity - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Acatalasemia,0000029,GARD,https://rarediseases.info.nih.gov/gard/363/acatalasemia,C0268419,T047,Disorders
What are the symptoms of Accessory deep peroneal nerve ?,0000030-1,symptoms,"What are the signs and symptoms of Accessory deep peroneal nerve? The Human Phenotype Ontology provides the following list of signs and symptoms for Accessory deep peroneal nerve. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the nervous system - Autosomal dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Accessory deep peroneal nerve,0000030,GARD,https://rarediseases.info.nih.gov/gard/8546/accessory-deep-peroneal-nerve,C1868426,T047,Disorders
What is (are) Accessory navicular bone ?,0000031-1,information,"An accessory navicular bone is a small bone located in the middle of the foot. It is near the navicular bone, the bone that goes across the foot near the instep. It is a common trait, estimated to be in approximately 2 to 12% of the general population and up to 14% of children. This bone may develop a bump that can cause irritation, swelling, and pain. Click here to view a diagram of the foot.",Accessory navicular bone,0000031,GARD,https://rarediseases.info.nih.gov/gard/8543/accessory-navicular-bone,C1267087,T019,Disorders
What are the symptoms of Accessory navicular bone ?,0000031-2,symptoms,"What are the signs and symptoms of Accessory navicular bone? Accessory navicular bone may cause no symptoms, but in some cases causes pain, tenderness, or irritation on or around the top of the instep. It may also cause the foot to be abnormally positioned, and may limit the normal motion of the foot. Symptoms may worsen with increased activity or tight shoes. The Human Phenotype Ontology provides the following list of signs and symptoms for Accessory navicular bone. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the skeletal system - Autosomal dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Accessory navicular bone,0000031,GARD,https://rarediseases.info.nih.gov/gard/8543/accessory-navicular-bone,C1267087,T019,Disorders
What causes Accessory navicular bone ?,0000031-3,causes,"What causes of accessory navicular bone? The cause of accessory navicular bone is unknown. In some cases, the condition may be related to the development of flatfoot also known as pes planus, in other cases it may be related to repeated foot and ankle sprains.",Accessory navicular bone,0000031,GARD,https://rarediseases.info.nih.gov/gard/8543/accessory-navicular-bone,C1267087,T019,Disorders
What are the treatments for Accessory navicular bone ?,0000031-4,treatment,"How might accessory navicular bone be treated? If the accessory navicular bone is causing symptoms, activities may be restricted and a softer shoe may be recommended until the symptoms go away. If the symptoms persist a specially and carefully made shoe support may be tried. In children the condition usually resolves once the child stops growing. For people with accessory navicular bone who experience severe symptoms surgery may be considered to remove the bony growth. Other treatments may include non-steroidal anti-inflammatories (NSAIDs) such as ibuprofen, placing a doughnut-shaped piece of moleskin around the affected area to relieve pain and tenderness, or immobilizing the area with a cast for six weeks.",Accessory navicular bone,0000031,GARD,https://rarediseases.info.nih.gov/gard/8543/accessory-navicular-bone,C1267087,T019,Disorders
What is (are) Aceruloplasminemia ?,0000034-1,information,"Aceruloplasminemia is a disorder of iron metabolism. This disorder causes iron to build-up in the body. Signs and symptoms begin in adulthood. People with this disorder tend to develop anemia and diabetes in their 20's. As the condition progresses, movement problems are common, such as tremors, chorea, ataxia, eyelid twitching, and grimacing. Some experience psychiatric problems and dementia in their 40's and 50's. Eye examination may reveal changes in the retina, but these changes typically do not affect vision. Aceruloplasminemia is caused by mutations in the CP gene and are inherited in an autosomal recessive fashion.",Aceruloplasminemia,0000034,GARD,https://rarediseases.info.nih.gov/gard/9499/aceruloplasminemia,C0878682,T047,Disorders
What are the symptoms of Aceruloplasminemia ?,0000034-2,symptoms,"What are the signs and symptoms of Aceruloplasminemia? The Human Phenotype Ontology provides the following list of signs and symptoms for Aceruloplasminemia. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal renal physiology 90% Abnormality of iron homeostasis 90% Anemia 90% Chorea 90% Diabetes mellitus 90% Retinopathy 90% Tremor 90% Behavioral abnormality 50% Developmental regression 50% Hypertonia 50% Incoordination 50% Neurological speech impairment 50% Congestive heart failure 7.5% Hypothyroidism 7.5% Memory impairment 7.5% Abnormality of extrapyramidal motor function - Adult onset - Ataxia - Autosomal recessive inheritance - Blepharospasm - Cogwheel rigidity - Dementia - Dysarthria - Increased serum ferritin - Retinal degeneration - Scanning speech - Torticollis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",Aceruloplasminemia,0000034,GARD,https://rarediseases.info.nih.gov/gard/9499/aceruloplasminemia,C0878682,T047,Disorders
How to diagnose Aceruloplasminemia ?,0000034-3,exams and tests,"How might aceruloplasminemia be diagnosed? When a person has more than one of the following symptoms, aceruloplasminemia should be suspected: Diabetes mellitus Retinal degeneration Anemia Movement disorder Diagnosis can be further supported by MRI and pathology results demonstrating iron deposition in the body. People with aceruloplasminemia tend to have low serum copper (<10 ug/dL), low serum iron (< 45 ug/dL), high serum ferritin (850-4000 ng/mL) and absent serum ceruloplasmin concentration. Patients also tend to demonstrate altered serum ceruloplasmin ferroxidase activity. Genetic testing is available on a research basis.",Aceruloplasminemia,0000034,GARD,https://rarediseases.info.nih.gov/gard/9499/aceruloplasminemia,C0878682,T047,Disorders
What is (are) Achalasia ?,0000037-1,information,"Achalasia is a disorder of the esophagus, the tube that carries food from the mouth to the stomach. It is characterized by enlargement of the esophagus, impaired ability of the esophagus to push food down toward the stomach (peristalsis), and failure of the ring-shaped muscle at the bottom of the esophagus (the lower esophageal sphincter) to relax. Achalasia is typically diagnosed in individuals between 25 and 60 years of age. The exact etiology is unknown, however, symptoms are caused by damage to the nerves of the esophagus. Familial studies have shown evidence of a potential genetic influence. When a genetic influence is suspected, achalasia is called familial esophageal achalasia. Treatment is aimed at reducing the pressure at the lower esophageal sphincter and may include Botox, medications, or surgery.",Achalasia,0000037,GARD,https://rarediseases.info.nih.gov/gard/5708/achalasia,C1321756,T047,Disorders
What are the symptoms of Achalasia ?,0000037-2,symptoms,"What are the signs and symptoms of achalasia? Most people with achalasia experience difficulty swallowing, also known as dysphagia and heartburn. Other symptoms might include: regurgitation or vomiting, noncardiac chest pain, odynophagia (painful swallowing), and pain in the upper central region of the abdomen. Non esophageal symptoms might include: coughing or asthma, chronic aspiration (breathing a foreign object such as food into the airway), hoarseness or sore throat, and unintentional weight loss.",Achalasia,0000037,GARD,https://rarediseases.info.nih.gov/gard/5708/achalasia,C1321756,T047,Disorders
