question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
How to prevent Abdominal aortic aneurysm ?,0000007-8,prevention,"To reduce the risk of aneurysms: Eat a heart-healthy diet, exercise, stop smoking (if you smoke), and reduce stress., If you have high blood pressure or diabetes, take your medicines as your provider has told you. ,  People over age 65 who have ever smoked should have a screening ultrasound done once. ",Abdominal aortic aneurysm,0000007,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/000162.htm,C0162871,T047,Disorders
Do you have information about Abdominal aortic aneurysm repair - open,0000008-1,information,"Open abdominal aortic aneurysm (AAA) repair is surgery to fix a widened part in your aorta. This is called an  aneurysm . The aorta is the large artery that carries blood from your heart to your belly (abdomen), pelvis, and legs. An  aortic aneurysm  is when part of this artery becomes too large or balloons outward.",Abdominal aortic aneurysm repair - open,0000008,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007392.htm,,,
Do you have information about Abdominal aortic aneurysm repair - open - discharge,0000009-1,information,"Open abdominal aortic aneurysm (AAA) repair is surgery to fix a widened part in your aorta. This is called an aneurysm. The aorta is the large artery that carries blood to your belly (abdomen), pelvis, and legs.",Abdominal aortic aneurysm repair - open - discharge,0000009,ADAM,https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000240.htm,,,
What is (are) Abdominal bloating ?,0000010-1,information,Abdominal bloating is a condition in which the belly (abdomen) feels full and tight. Your belly may look swollen (distended).,Abdominal bloating,0000010,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003123.htm,C1291077,T033,Disorders
What causes Abdominal bloating ?,0000010-2,causes,"Common causes include: Swallowing air, Constipation,  Gastroesophageal reflux disease  (GERD),  Irritable bowel syndrome ,  Lactose intolerance  and problems digesting other foods, Overeating,  Small bowel bacterial overgrowth , Weight gain,  You may have bloating if you take the oral diabetes medicine acarbose. Some other medicines or foods containing lactulose or sorbitol, may cause bloating. More serious disorders that may cause bloating are: Ascites  and abdominal tumors,  Celiac disease , Dumping syndrome,  Ovarian cancer , Problems with the pancreas not producing enough digestive enzymes (pancreatic insufficiency), ",Abdominal bloating,0000010,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003123.htm,C1291077,T033,Disorders
What to do for Abdominal bloating ?,0000010-3,considerations,No information found.,Abdominal bloating,0000010,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003123.htm,C1291077,T033,Disorders
Do I need to see a doctor for Abdominal bloating ?,0000010-4,when to contact a medical professional,"Contact your health care provider if you have: Abdominal pain, Blood in the stools or dark, tarry looking stools, Diarrhea, Heartburn that is getting worse, Vomiting, Weight loss, ",Abdominal bloating,0000010,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003123.htm,C1291077,T033,Disorders
Do you have information about Abdominal CT scan,0000011-1,information,An abdominal CT scan is an imaging method. This test uses x-rays to create cross-sectional pictures of the belly area. CT stands for computed tomography.,Abdominal CT scan,0000011,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003789.htm,,,
Do you have information about Abdominal exploration,0000012-1,information,"Abdominal exploration is surgery to look at the organs and structures in your belly area (abdomen). This includes your: Appendix, Bladder, Gallbladder, Intestines, Kidney and ureters, Liver, Pancreas, Spleen, Stomach, Uterus, fallopian tubes, and ovaries (in women),  Surgery that opens the abdomen is called a laparotomy. ",Abdominal exploration,0000012,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/002928.htm,,,
Do you have information about Abdominal girth,0000013-1,information,"Abdominal girth is the measurement of the distance around the abdomen at a specific point. Measurement is most often made at the level of the belly button (navel). Abdominal girth is used to diagnose and monitor the following: Buildup of fluid in the abdomen, most often caused by  liver failure ,  heart failure , or any cancer that has spread widely throughout the abdomen, Obesity, Buildup of intestinal gas, most often caused by blockage or  obstruction in the intestines , ",Abdominal girth,0000013,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003938.htm,,,
What is (are) Abdominal mass ?,0000014-1,information,An abdominal mass is swelling in one part of the belly area (abdomen).,Abdominal mass,0000014,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003274.htm,C0000734,T033,Disorders
What to do for Abdominal mass ?,0000014-2,considerations,"An abdominal mass is often found during a routine  physical exam . Most of the time, the mass develops slowly. You may not be able to feel the mass. Locating the mass helps your health care provider make a diagnosis. For example, the abdomen can be divided into four areas: Right-upper quadrant, Left-upper quadrant, Right-lower quadrant, Left-lower quadrant,  Other terms used to describe the location of abdominal pain or masses include: Epigastric -- center of the abdomen just below the rib cage, Periumbilical -- area around the belly button ,  The location of the mass and its firmness, texture, and other qualities can provide clues to its cause.",Abdominal mass,0000014,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003274.htm,C0000734,T033,Disorders
What causes Abdominal mass ?,0000014-3,causes,"Several conditions can cause an abdominal mass: Abdominal aortic aneurysm  can cause a pulsating mass around the navel.,  Bladder distention  (urinary bladder over-filled with fluid) can cause a firm mass in the center of the lower abdomen above the pelvic bones. In extreme cases, it can reach as far up as the navel.,  Cholecystitis  can cause a very tender mass that is felt below the liver in the right-upper quadrant (occasionally).,  Colon cancer  can cause a mass almost anywhere in the abdomen.,  Crohn disease  or bowel obstruction can cause many tender, sausage-shaped masses anywhere in the abdomen.,  Diverticulitis  can cause a mass that is usually located in the left-lower quadrant., Gallbladder tumor can cause a tender, irregularly shaped mass in the right-upper quadrant.,  Hydronephrosis  (fluid-filled kidney) can cause a smooth, spongy-feeling mass in one or both sides or toward the back (flank area).,  Kidney cancer  can sometimes cause a smooth, firm, but not tender mass in the abdomen.,  Liver cancer  can cause a firm, lumpy mass in the right upper quadrant.,  Liver enlargement  (hepatomegaly) can cause a firm, irregular mass below the right rib cage, or on the left side in the stomach area.,  Neuroblastoma , a cancerous tumor often found in the lower abdomen can cause a mass (this cancer mainly occurs in children and infants).,  Ovarian cyst  can cause a smooth, rounded, rubbery mass above the pelvis in the lower abdomen.,  Pancreatic abscess  can cause a mass in the upper abdomen in the epigastric area.,  Pancreatic pseudocyst  can cause a lumpy mass in the upper abdomen in the epigastric area.,  Spleen enlargement  (splenomegaly) can sometimes be felt in the left-upper quadrant.,  Stomach cancer  can cause a mass in the left-upper abdomen in the stomach area (epigastric) if the  cancer  is large., Uterine  leiomyoma  (fibroids) can cause a round, lumpy mass above the pelvis in the lower abdomen (sometimes can be felt if the fibroids are large).,  Volvulus  can cause a mass anywhere in the abdomen.,  Ureteropelvic junction obstruction  can cause a mass in the lower abdomen. , ",Abdominal mass,0000014,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003274.htm,C0000734,T033,Disorders
What to do for Abdominal mass ?,0000014-4,considerations,"An abdominal mass is often found during a routine  physical exam . Most of the time, the mass develops slowly. You may not be able to feel the mass. Locating the mass helps your health care provider make a diagnosis. For example, the abdomen can be divided into four areas: Right-upper quadrant, Left-upper quadrant, Right-lower quadrant, Left-lower quadrant,  Other terms used to describe the location of abdominal pain or masses include: Epigastric -- center of the abdomen just below the rib cage, Periumbilical -- area around the belly button ,  The location of the mass and its firmness, texture, and other qualities can provide clues to its cause.",Abdominal mass,0000014,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003274.htm,C0000734,T033,Disorders
Do I need to see a doctor for Abdominal mass ?,0000014-5,when to contact a medical professional,"Get medical help right away if you have a pulsating lump in your abdomen along with severe  abdominal pain . This could be a sign of a ruptured aortic aneurysm, which is an emergency condition. Contact your provider if you notice any type of abdominal mass.",Abdominal mass,0000014,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003274.htm,C0000734,T033,Disorders
What is the outlook for Abdominal mass ?,0000014-6,outlook,No information found.,Abdominal mass,0000014,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003274.htm,C0000734,T033,Disorders
Do you have information about Abdominal MRI scan,0000015-1,information,"An abdominal magnetic resonance imaging scan is an imaging test that uses powerful magnets and radio waves. The waves create pictures of the inside of the belly area. It does not use radiation (x-rays). Single magnetic resonance imaging (MRI) images are called slices. The images can be stored on a computer, viewed on a monitor, printed on film or scanned to a disk. One exam produces dozens or sometimes hundreds of images.",Abdominal MRI scan,0000015,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003796.htm,,,
What is (are) Abdominal pain ?,0000016-1,information,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,Abdominal pain,0000016,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003120.htm,C0000737,T184,Disorders
What to do for Abdominal pain ?,0000016-2,considerations,"Almost everyone has pain in the abdomen at some point. Most of the time, it is not serious.  How bad your pain is does not always reflect the seriousness of the condition causing the pain. For example, you might have very bad abdominal pain if you have gas or stomach cramps due to  viral gastroenteritis . However, fatal conditions, such as colon cancer or early  appendicitis , may only cause mild pain or no pain. Other ways to describe pain in your abdomen include: Generalized pain -- This means that you feel it in more than half of your belly. This type of pain is more typical for a stomach virus, indigestion, or gas. If the pain becomes more severe, it may be caused by a blockage of the intestines., Localized pain -- This is pain found in only one area of your belly. It is more likely to be a sign of a problem in an organ, such as the appendix, gallbladder, or stomach., Cramp-like pain -- This type of pain is not serious most of the time. It is likely to be due to gas and bloating, and is often followed by diarrhea. More worrisome signs include pain that occurs more often, lasts more than 24 hours, or occurs with a fever., Colicky pain -- This type of pain comes in waves. It very often starts and ends suddenly, and is often severe. Kidney stones and gallstones are common causes of this type of belly pain. , ",Abdominal pain,0000016,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003120.htm,C0000737,T184,Disorders
What causes Abdominal pain ?,0000016-3,causes,"Many different conditions can cause abdominal pain. The key is to know when you need to get medical care right away. Sometimes, you may only need to call a health care provider if your symptoms continue. Less serious causes of abdominal pain include:   Constipation  ,  Irritable bowel syndrome , Food allergies or intolerance (such as  lactose intolerance ),  Food poisoning ,  Stomach flu ,  Other possible causes include: Appendicitis ,  Abdominal aortic aneurysm  (bulging and weakening of the major artery in the body),  Bowel blockage or obstruction , Cancer of the stomach,  colon  (large bowel), and other organs,  Cholecystitis  (inflammation of the gallbladder) with or without  gallstones , Decreased blood supply to the intestines ( ischemic bowel ),  Diverticulitis  (inflammation and infection of the colon),  Endometriosis ,  Heartburn ,  indigestion , or  gastroesophageal reflux  (GERD), Inflammatory bowel disease ( Crohn disease  or  ulcerative colitis ),  Kidney stones ,  Muscle strain ,  Pancreatitis  (swelling or infection of the pancreas),  Pelvic inflammatory disease (PID) , Ruptured  ovarian cyst , Severe  menstrual cramps , Tubal ( ectopic ) pregnancy,  Ulcers ,  Urinary tract infections  (UTI), ",Abdominal pain,0000016,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003120.htm,C0000737,T184,Disorders
What to do for Abdominal pain ?,0000016-4,considerations,"Almost everyone has pain in the abdomen at some point. Most of the time, it is not serious.  How bad your pain is does not always reflect the seriousness of the condition causing the pain. For example, you might have very bad abdominal pain if you have gas or stomach cramps due to  viral gastroenteritis . However, fatal conditions, such as colon cancer or early  appendicitis , may only cause mild pain or no pain. Other ways to describe pain in your abdomen include: Generalized pain -- This means that you feel it in more than half of your belly. This type of pain is more typical for a stomach virus, indigestion, or gas. If the pain becomes more severe, it may be caused by a blockage of the intestines., Localized pain -- This is pain found in only one area of your belly. It is more likely to be a sign of a problem in an organ, such as the appendix, gallbladder, or stomach., Cramp-like pain -- This type of pain is not serious most of the time. It is likely to be due to gas and bloating, and is often followed by diarrhea. More worrisome signs include pain that occurs more often, lasts more than 24 hours, or occurs with a fever., Colicky pain -- This type of pain comes in waves. It very often starts and ends suddenly, and is often severe. Kidney stones and gallstones are common causes of this type of belly pain. , ",Abdominal pain,0000016,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003120.htm,C0000737,T184,Disorders
Do I need to see a doctor for Abdominal pain ?,0000016-5,when to contact a medical professional,"Get medical help right away or call your local emergency number (such as 911) if you: Are currently being treated for cancer, Are unable to pass stool, especially if you are also vomiting, Are vomiting blood or have blood in your stool (especially if bright red, maroon or dark, tarry black), Have chest, neck, or shoulder pain, Have sudden, sharp abdominal pain, Have pain in, or between, your shoulder blades with nausea, Have tenderness in your belly, or your belly is rigid and hard to the touch, Are pregnant or could be pregnant, Had a recent injury to your abdomen, Have difficulty breathing ,  Contact your provider if you have: Abdominal discomfort that lasts 1 week or longer, Abdominal pain that does not improve in 24 to 48 hours, or becomes more severe and frequent and occurs with nausea and vomiting, Bloating that persists for more than 2 days, Burning sensation when you urinate or frequent urination, Diarrhea for more than 5 days, Fever, over 100°F (37.7°C) for adults or 100.4°F (38°C) for children, with pain, Prolonged poor appetite, Prolonged vaginal bleeding, Unexplained weight loss , ",Abdominal pain,0000016,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003120.htm,C0000737,T184,Disorders
What is the outlook for Abdominal pain ?,0000016-6,outlook,No information found.,Abdominal pain,0000016,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/003120.htm,C0000737,T184,Disorders
What is (are) Abdominal pain - children under age 12 ?,0000017-1,information,"Almost all children have abdominal pain at one time or another. Abdominal pain is pain in the stomach or belly area. It can be anywhere between the chest and groin.  Most of the time, it is not caused by a serious medical problem. But sometimes abdominal pain can be a sign of something serious. Learn when you should seek medical care right away for your child with abdominal pain.",Abdominal pain - children under age 12,0000017,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007504.htm,C0000737,T184,Disorders
What to do for Abdominal pain - children under age 12 ?,0000017-2,considerations,"When your child complains of abdominal pain, see if they can describe it to you. Here are different kinds of pain: Generalized pain or pain over more than half of the belly. Your child can have this kind of pain when they have a stomach virus, indigestion, gas, or when they become constipated., Cramp-like pain is likely to be due to gas and bloating. It is often followed by diarrhea. It is usually not serious., Colicky pain is pain that comes in waves, usually starts and ends suddenly, and is often severe., Localized pain is pain in only one area of the belly. Your child may be having problems with their appendix, gallbladder, a hernia (twisted bowel), ovary, testicles, or stomach (ulcers). ,  If you have an infant or toddler, your child depends on you seeing that they are in pain. Suspect abdominal pain if your child is: More fussy than usual, Drawing their legs up toward the belly, Eating poorly , ",Abdominal pain - children under age 12,0000017,ADAM,https://www.nlm.nih.gov/medlineplus/ency/article/007504.htm,C0000737,T184,Disorders
